EPA AQS ID,Country Code,Data Source,EPA Region,Elevation,GMT Offset Amount (hours),Latitude,Local Time at Monitor,Longitude,OZONE,Ozone & PM AQI,Ozone & PM AQI (For Labeling),Ozone & PM AQI (For Sorting),Ozone AQI,Ozone AQI (For Labeling),Ozone AQI (For Sorting),Ozone Measured at Site,Ozone Unit of Measure,PM10,PM10 AQI,PM10 AQI (For Labeling),PM10 AQI (For Sorting),PM10 Measured at Site,PM10 Unit of Measure,PM2.5,PM2.5 AQI,PM2.5 AQI (For Labeling),PM2.5 AQI (For Sorting),PM2.5 Measured at Site,PM2.5 Unit of Measure,PM2.5 & PM10 AQI,PM2.5 & PM10 AQI (For Labeling),PM2.5 & PM10 AQI (For Sorting),Reporting Area(s),Site Name,State Name,Site Operational Status,ValidTime,ObjectId,MonitorType,x,y
060690002,US,Monterey Bay Unified APCD,R9,0,-8,36.843425,2025-05-02 01:00:00 GMT-8,-121.3621,30,31,31,31,31,31,31,1,PPB,7.0,7.0,7,7,1,UG/M3,4,24,24,24,1,UG/M3,24,24,24,Hollister,Hollister AMS,CA,Active,5/2/2025 9:00:00 AM,474959166,Permanent,-13509967.1736023,4417304.66491832
060710001,US,Mojave Desert AQMD,R9,695.4,-8,34.894054,2025-05-02 01:00:00 GMT-8,-117.024756,4,24,24,24,16,16,16,1,PPB,37.0,24.0,24,24,1,UG/M3,,,ND,-999,0,,24,24,24,Mojave Desert|Barstow|Twentynine Palms,Barstow,CA,Active,5/2/2025 9:00:00 AM,474959168,Permanent,-13027136.2481271,4149492.81035754
060710005,US,South Coast AQMD,R9,1387.8,-8,34.243132,2025-05-02 01:00:00 GMT-8,-117.272275,34,32,32,32,32,32,32,1,PPB,,,ND,-999,0,,2,19,19,19,1,UG/M3,19,19,19,San Bernardino Co. Metro|W San Bernardino M|C San Bernardino M|Big Bear Lake,Crestline - Lake Gregory,CA,Active,5/2/2025 9:00:00 AM,474959169,Permanent,-13054689.9371687,4061495.62258364
060710012,US,Mojave Desert AQMD,R9,1270.3,-8,34.425052,2025-05-02 01:00:00 GMT-8,-117.589813,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Mojave Desert|Phelan,Phelan - Beekley Road & Phelan Road,CA,Inactive,5/2/2025 9:00:00 AM,474959170,Permanent,-13090038.1056363,4086019.92571244
060710013,US,Mojave Desert AQMD,R9,983.9,-8,34.4101,2025-05-02 01:00:00 GMT-8,-116.906874,,14,14,14,,ND,-999,0,,12.0,14.0,14,14,1,UG/M3,,,ND,-999,0,,14,14,14,Victorville,Lucerne Valley,CA,Active,5/2/2025 9:00:00 AM,474959171,Permanent,-13014013.6839134,4084002.26535966
060710026,US,South Coast AQMD,R9,0,-8,34.068114,2025-05-02 01:00:00 GMT-8,-117.525796,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Ontario Near Road,CA,Active,5/2/2025 9:00:00 AM,474959172,Permanent,-13082911.7657941,4037951.74322489
060710027,US,South Coast AQMD,R9,0,-8,34.0309,2025-05-02 01:00:00 GMT-8,-117.617403,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,60 Near Road,CA,Active,5/2/2025 9:00:00 AM,474959173,Permanent,-13093109.4103872,4032951.89621966
060710306,US,Mojave Desert AQMD,R9,278.5,-8,34.510955,2025-05-02 01:00:00 GMT-8,-117.32555,20,39,39,39,21,21,21,1,PPB,25.0,21.0,21,21,1,UG/M3,6,39,39,39,1,UG/M3,39,39,39,Phelan|Victorville,Victorville - Park Avenue,CA,Active,5/2/2025 9:00:00 AM,474959174,Permanent,-13060620.4830408,4097618.89290151
060711004,US,South Coast AQMD,R9,126.6,-8,34.10366,2025-05-02 01:00:00 GMT-8,-117.629096,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,San Bernardino Co. Metro|Pomona Walnut Vly|NW San Bernardino|SW San Bernardino|C San Bernardino|W San Bernardino M,Upland,CA,Inactive,5/2/2025 9:00:00 AM,474959176,Permanent,-13094411.0691931,4042729.53887951
060711234,US,Mojave Desert AQMD,R9,498.7,-8,35.774455,2025-05-02 01:00:00 GMT-8,-117.372109,24,23,23,23,23,23,23,1,PPB,9.0,9.0,9,9,1,UG/M3,,,ND,-999,0,,9,9,9,Mojave Desert|Trona,Trona - Athol and Telegraph,CA,Active,5/2/2025 9:00:00 AM,474959177,Permanent,-13065803.4072126,4269630.9436766
060712002,US,South Coast AQMD,R9,116.8,-8,34.100132,2025-05-02 01:00:00 GMT-8,-117.491982,36,61,61,61,31,31,31,1,PPB,25.0,22.0,22,22,1,UG/M3,16.2,61,61,61,1,UG/M3,61,61,61,San Bernardino Co. Metro|NW San Bernardino|C San Bernardino,Fontana - Arrow Highway,CA,Active,5/2/2025 9:00:00 AM,474959178,Permanent,-13079147.6085325,4042255.24498243
060714001,US,Mojave Desert AQMD,R9,966.9,-8,34.416506,2025-05-02 01:00:00 GMT-8,-117.285602,26,29,29,29,29,29,29,1,PPB,22.0,16.0,16,16,1,UG/M3,,,ND,-999,0,,16,16,16,Mojave Desert|Hesperia,Hesperia - Olive Street,CA,Active,5/2/2025 9:00:00 AM,474959179,Permanent,-13056173.4920225,4084866.66288379
060714003,US,South Coast AQMD,R9,146.7,-8,34.059626,2025-05-02 01:00:00 GMT-8,-117.147347,29,28,28,28,28,28,28,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Bernardino Co. Metro|E San Bernardino,Redlands - Dearborn,CA,Active,5/2/2025 9:00:00 AM,474959180,Permanent,-13040783.0158229,4036811.15388244
060719004,US,South Coast AQMD,R9,102.5,-8,34.106678,2025-05-02 01:00:00 GMT-8,-117.274063,29,29,29,29,29,29,29,1,PPB,32.0,25.0,25,25,1,UG/M3,,,ND,-999,0,,25,25,25,San Bernardino Co. Metro|NW San Bernardino|C San Bernardino|E San Bernardino,San Bernadino - 4th Street,CA,Active,5/2/2025 9:00:00 AM,474959182,Permanent,-13054888.9764183,4043135.28557782
060730001,US,San Diego APCD,R9,54.9,-8,32.631229,2025-05-02 01:00:00 GMT-8,-117.059074,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,San Diego Coast,Chula Vista,CA,Active,5/2/2025 9:00:00 AM,474959184,Permanent,-13030956.5104121,3846457.45649393
060730003,US,San Diego APCD,R9,144,-8,32.791195,2025-05-02 01:00:00 GMT-8,-116.942093,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Diego Mesa and Inland Valley,El Cajon - Redwood Ave,CA,Inactive,5/2/2025 9:00:00 AM,474959185,Permanent,-13017934.2450596,3867621.27558146
060731001,US,San Diego APCD,R9,39.3,-8,32.952087,2025-05-02 01:00:00 GMT-8,-117.264061,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Diego Coast,Del Mar - Mira Costa College,CA,Inactive,5/2/2025 9:00:00 AM,474959186,Permanent,-13053775.5588714,3888946.03947909
060731002,US,San Diego APCD,R9,200.1,-8,33.127712,2025-05-02 01:00:00 GMT-8,-117.075325,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Diego Mesa and Inland Valley,Escondido,CA,Inactive,5/2/2025 9:00:00 AM,474959187,Permanent,-13032765.563457,3912267.8902405
060731006,US,San Diego APCD,R9,622.5,-8,32.842297,2025-05-02 01:00:00 GMT-8,-116.768326,34,31,31,31,30,30,30,1,PPB,12.0,10.0,10,10,1,UG/M3,6.3,31,31,31,1,UG/M3,31,31,31,San Diego Foothills,Alpine,CA,Active,5/2/2025 9:00:00 AM,474959188,Permanent,-12998590.591103,3874390.18702992
060731008,US,San Diego APCD,R9,16.2,-8,33.217026,2025-05-02 01:00:00 GMT-8,-117.396156,47,40,40,40,40,40,40,1,PPB,13.0,11.0,11,11,1,UG/M3,5.6,29,29,29,1,UG/M3,29,29,29,San Diego Coast,Camp Pendleton,CA,Active,5/2/2025 9:00:00 AM,474959189,Permanent,-13068480.3070077,3924146.09210103
060731010,US,San Diego APCD,R9,7.9,-8,32.701492,2025-05-02 01:00:00 GMT-8,-117.149651,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Diego Coast,San Diego - Beardsley Street,CA,Inactive,5/2/2025 9:00:00 AM,474959190,Permanent,-13041039.4959297,3855748.71779796
060731014,US,San Diego APCD,R9,184.8,-8,32.579361,2025-05-02 01:00:00 GMT-8,-116.929486,40,49,49,49,37,37,37,1,PPB,18.0,16.0,16,16,1,UG/M3,9.5,49,49,49,1,UG/M3,49,49,49,Border Area,Otay Mesa - Donovan,CA,Active,5/2/2025 9:00:00 AM,474959191,Permanent,-13016530.8402392,3839603.34696517
060731016,US,San Diego APCD,R9,132.1,-8,32.845467,2025-05-02 01:00:00 GMT-8,-117.123894,40,37,37,37,37,37,37,1,PPB,10.0,8.0,8,8,1,UG/M3,5.4,26,26,26,1,UG/M3,26,26,26,San Diego Coast,San Diego - Kearny Villa Rd.,CA,Active,5/2/2025 9:00:00 AM,474959192,Permanent,-13038172.2398054,3874810.20984514
060731019,US,San Diego APCD,R9,20.7,-8,32.543475,2025-05-02 01:00:00 GMT-8,-117.029028,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,San Ysidro,CA,Inactive,5/2/2025 9:00:00 AM,474959193,Permanent,-13027611.8049918,3834863.50329684
060731022,US,San Diego APCD,R9,144,-8,32.789561,2025-05-02 01:00:00 GMT-8,-116.944222,43,38,38,38,38,38,38,1,PPB,10.0,8.0,8,8,1,UG/M3,5.4,27,27,27,1,UG/M3,27,27,27,San Diego Mesa and Inland Valley,El Cajon - Lexington Elementary School,CA,Active,5/2/2025 9:00:00 AM,474959194,Permanent,-13018171.2442555,3867404.90204743
060731024,US,San Diego APCD,R9,18.9,-8,32.542679,2025-05-02 01:00:00 GMT-8,-117.030749,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,San Ysidro,CA,Inactive,5/2/2025 9:00:00 AM,474959195,Permanent,-13027803.3858354,3834758.38864056
060732000,US,Manzanita Band of the Kumeyaay Nation,R9,0,-8,32.7355,2025-05-02 01:00:00 GMT-8,-116.3454,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Manzanita Tribe 1,CA,Active,5/2/2025 9:00:00 AM,474959196,Permanent,-12951510.6841397,3860248.40854603
060750005,US,Bay Area Air District,R9,1.5,-8,37.7658,2025-05-02 01:00:00 GMT-8,-122.3978,33,37,37,37,30,30,30,1,PPB,,,ND,-999,0,,6,37,37,37,1,UG/M3,37,37,37,San Francisco,San Francisco,CA,Active,5/2/2025 9:00:00 AM,474959197,Permanent,-13625260.7702169,4546393.83233072
060771002,US,California Air Resources Board,R9,0,-8,37.95075,2025-05-02 01:00:00 GMT-8,-121.26897,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Stockton,Stockton - Hazelton Street,CA,Inactive,5/2/2025 9:00:00 AM,474959198,Permanent,-13499599.9894248,4572470.77393243
060772010,US,San Joaquin Valley Unified APCD,R9,0,-8,37.8027,2025-05-02 01:00:00 GMT-8,-121.2208,,42,42,42,,ND,-999,0,,19.0,19.0,19,19,1,UG/M3,7.4,42,42,42,1,UG/M3,42,42,42,Stockton,Manteca,CA,Active,5/2/2025 9:00:00 AM,474959199,Permanent,-13494237.7295533,4551591.31102513
060773005,US,San Joaquin Valley Unified APCD,R9,0,-8,37.6825,2025-05-02 01:00:00 GMT-8,-121.4406,23,52,52,52,26,26,26,1,PPB,31.0,28.0,28,28,1,UG/M3,10,52,52,52,1,UG/M3,52,52,52,,TracyAP,CA,Active,5/2/2025 9:00:00 AM,474959200,Permanent,-13518705.7536296,4534670.29576227
060790005,US,California Air Resources Board,R9,252.2,-8,35.614668,2025-05-02 01:00:00 GMT-8,-120.656912,22,21,21,21,21,21,21,1,PPB,5.0,6.0,6,6,1,UG/M3,,,ND,-999,0,,6,6,6,Paso Robles,Paso Robles - Santa Fe Ave,CA,Active,5/2/2025 9:00:00 AM,474959201,Permanent,-13431466.0045288,4247729.00189135
060792002,US,California Air Resources Board,R9,0,-8,35.283901,2025-05-02 01:00:00 GMT-8,-120.654198,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Luis Obispo,San Luis Obispo - Marsh Street,CA,Inactive,5/2/2025 9:00:00 AM,474959202,Permanent,-13431163.8834308,4202529.39877786
060792004,US,San Luis Obispo County APCD,R9,0,-8,35.02079,2025-05-02 01:00:00 GMT-8,-120.56389,,28,28,28,,ND,-999,0,,6.0,5.0,5,5,1,UG/M3,5,28,28,28,1,UG/M3,28,28,28,Nipomo Mesa2,Mesa 2,CA,Active,5/2/2025 9:00:00 AM,474959203,Permanent,-13421110.8428562,4166706.78105694
060792006,US,California Air Resources Board,R9,0,-8,35.25651,2025-05-02 01:00:00 GMT-8,-120.6693,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,San Luis Obispo,San Luis Obispo - Higuera St,CA,Inactive,5/2/2025 9:00:00 AM,474959204,Permanent,-13432845.0303808,4198794.69714418
060792007,US,San Luis Obispo County APCD,R9,30.5,-8,35.04676,2025-05-02 01:00:00 GMT-8,-120.58777,,11,11,11,,ND,-999,0,,6.0,6.0,6,6,1,UG/M3,2,11,11,11,1,UG/M3,11,11,11,Nipomo CDF,CDF,CA,Active,5/2/2025 9:00:00 AM,474959205,Permanent,-13423769.1522964,4170237.45832423
060793001,US,San Luis Obispo County APCD,R9,0,-8,35.36639,2025-05-02 01:00:00 GMT-8,-120.8426,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Morro Bay,Morro Bay,CA,Inactive,5/2/2025 9:00:00 AM,474959206,Permanent,-13452136.6981352,4213784.22927168
060794002,US,San Luis Obispo County APCD,R9,30.8,-8,35.0315,2025-05-02 01:00:00 GMT-8,-120.50101,33,33,33,33,33,33,33,1,PPB,8.0,7.0,7,7,1,UG/M3,,,ND,-999,0,,7,7,7,Nipomo,NRP,CA,Active,5/2/2025 9:00:00 AM,474959207,Permanent,-13414111.0732752,4168162.69261986
060798001,US,San Luis Obispo County APCD,R9,0,-8,35.4914,2025-05-02 01:00:00 GMT-8,-120.6681,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Paso Robles|Atascadero,Atascadero,CA,Inactive,5/2/2025 9:00:00 AM,474959208,Permanent,-13432711.4469918,4230862.58949421
060798002,US,San Luis Obispo County APCD,R9,260.2,-8,35.494556,2025-05-02 01:00:00 GMT-8,-120.666203,10,12,12,12,12,12,12,1,PPB,3.0,3.0,3,3,1,UG/M3,-4,0,0,0,1,UG/M3,3,3,3,Atascadero,Atascadero,CA,Active,5/2/2025 9:00:00 AM,474959209,Permanent,-13432500.2739178,4231294.09288407
060798005,US,San Luis Obispo County APCD,R9,0,-8,35.64366,2025-05-02 01:00:00 GMT-8,-120.23134,,35,35,35,35,35,35,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Red Hills,Redhills,CA,Active,5/2/2025 9:00:00 AM,474959210,Permanent,-13384091.5461929,4251699.66807266
060798006,US,San Luis Obispo County APCD,R9,0,-8,35.35474,2025-05-02 01:00:00 GMT-8,-120.04013,13,15,15,15,15,15,15,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Carrizo Plains,Carrizo,CA,Active,5/2/2025 9:00:00 AM,474959211,Permanent,-13362806.1463584,4212194.00212075
060799999,US,San Luis Obispo County APCD,R9,132.1,-8,35.172906,2025-05-02 01:00:00 GMT-8,-120.63492,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Carrizo Plains,Temporary PM2.5,CA,Inactive,5/2/2025 9:00:00 AM,474959212,Permanent,-13429017.8662873,4187403.27526446
060811001,US,Bay Area Air District,R9,0.9,-8,37.4828,2025-05-02 01:00:00 GMT-8,-122.2022,29,27,27,27,27,27,27,1,PPB,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Fremont|Redwood City,Redwood City,CA,Active,5/2/2025 9:00:00 AM,474959213,Permanent,-13603486.6778178,4506618.25042888
060830008,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.462502,2025-05-02 01:00:00 GMT-8,-120.024399,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Gaviota Coast,El Capitan,CA,Inactive,5/2/2025 9:00:00 AM,474959214,Permanent,-13361054.9794487,4091075.10714282
060830011,US,Santa Barbara County Air Pollution Control District,R9,6.1,-8,34.42775,2025-05-02 01:00:00 GMT-8,-119.69091,10,53,53,53,9,9,9,1,PPB,,13.0,13,13,1,,9,53,53,53,1,UG/M3,53,53,53,Santa Barbara,Santa Barbara,CA,Active,5/2/2025 9:00:00 AM,474959215,Permanent,-13323931.1537835,4086384.03902244
060831008,US,California Air Resources Board,R9,0,-8,34.942872,2025-05-02 01:00:00 GMT-8,-120.435611,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Santa Maria,Santa Maria - Broadway,CA,Inactive,5/2/2025 9:00:00 AM,474959216,Permanent,-13406830.8898968,4156120.38457065
060831013,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.7256,2025-05-02 01:00:00 GMT-8,-120.4278,25,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Lompoc,Lompoc HS&P,CA,Active,5/2/2025 9:00:00 AM,474959217,Permanent,-13405961.3733542,4126653.52307741
060831014,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.5414,2025-05-02 01:00:00 GMT-8,-119.7906,18,20,20,20,20,20,20,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Paradise Road,Paradise Road,CA,Active,5/2/2025 9:00:00 AM,474959218,Permanent,-13335028.5938207,4101732.56738377
060831018,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.5275,2025-05-02 01:00:00 GMT-8,-120.1956,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Gaviota Coast,Nojoqui GTCB,CA,Inactive,5/2/2025 9:00:00 AM,474959219,Permanent,-13380112.987592,4099854.23744346
060831021,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.402802,2025-05-02 01:00:00 GMT-8,-119.457497,10,10,10,10,10,10,10,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Carpinteria,Carpinteria,CA,Active,5/2/2025 9:00:00 AM,474959220,Permanent,-13297947.737479,4083017.58593376
060831025,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.4897,2025-05-02 01:00:00 GMT-8,-120.0458,24,25,25,25,25,25,25,1,PPB,9.0,6.0,6,6,1,UG/M3,,,ND,-999,0,,6,6,6,Gaviota Coast,Las Flores Canyon,CA,Active,5/2/2025 9:00:00 AM,474959221,Permanent,-13363437.3278712,4094747.84580816
060832004,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.637798,2025-05-02 01:00:00 GMT-8,-120.456703,34,31,31,31,31,31,31,1,PPB,5.0,6.0,6,6,1,UG/M3,,18,18,18,1,,18,18,18,Lompoc,Lompoc H Street,CA,Active,5/2/2025 9:00:00 AM,474959222,Permanent,-13409178.8405966,4114767.63138298
060832011,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.445301,2025-05-02 01:00:00 GMT-8,-119.827797,14,29,29,29,15,15,15,1,PPB,7.0,6.0,6,6,1,UG/M3,5,29,29,29,1,UG/M3,29,29,29,Goleta,Goleta,CA,Active,5/2/2025 9:00:00 AM,474959223,Permanent,-13339169.3449198,4088752.9518918
060833001,US,Santa Barbara County Air Pollution Control District,R9,204.7,-8,34.605819,2025-05-02 01:00:00 GMT-8,-120.07506,20,19,19,19,19,19,19,1,PPB,,,ND,-999,0,,,3,3,3,1,,3,3,3,Santa Ynez,Santa Ynez,CA,Active,5/2/2025 9:00:00 AM,474959224,Permanent,-13366694.5361718,4110441.7122792
060834003,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.5961,2025-05-02 01:00:00 GMT-8,-120.6303,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Lompoc,VAFB South Base,CA,Inactive,5/2/2025 9:00:00 AM,474959225,Permanent,-13428503.5702398,4109127.31690789
060850002,US,Bay Area Air District,R9,62.8,-8,36.999571,2025-05-02 01:00:00 GMT-8,-121.574684,28,52,52,52,29,29,29,1,PPB,,,ND,-999,0,,9,52,52,52,1,UG/M3,52,52,52,San Jose,Gilroy - 9th Street,CA,Active,5/2/2025 9:00:00 AM,474959226,Permanent,-13533631.9162331,4439046.99035172
060850005,US,Bay Area Air District,R9,9.5,-8,37.3483,2025-05-02 01:00:00 GMT-8,-121.8947,37,47,47,47,33,33,33,1,PPB,,,ND,-999,0,,7,47,47,47,1,UG/M3,47,47,47,San Jose,San Jose - Jackson St.,CA,Active,5/2/2025 9:00:00 AM,474959227,Permanent,-13569255.9343988,4487767.15356909
060850006,US,Bay Area Air District,R9,0,-8,37.338202,2025-05-02 01:00:00 GMT-8,-121.849892,,51,51,51,,ND,-999,0,,,,ND,-999,0,,8,51,51,51,1,UG/M3,51,51,51,San Jose,San Jose - Knox Ave,CA,Active,5/2/2025 9:00:00 AM,474959228,Permanent,-13564267.9306554,4486353.21411465
060851001,US,Bay Area Air District,R9,35.4,-8,37.2267,2025-05-02 01:00:00 GMT-8,-121.9786,25,24,24,24,24,24,24,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Jose,Los Gatos,CA,Active,5/2/2025 9:00:00 AM,474959229,Permanent,-13578595.6396764,4470753.12751327
060852006,US,Bay Area Air District,R9,86,-8,37.0792,2025-05-02 01:00:00 GMT-8,-121.5994,37,33,33,33,33,33,33,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Jose,San Martin,CA,Active,5/2/2025 9:00:00 AM,474959230,Permanent,-13536383.2887676,4450152.00295475
060852009,US,Bay Area Air District,R9,0,-8,37.318439,2025-05-02 01:00:00 GMT-8,-122.069702,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Cupertino,CA,Inactive,5/2/2025 9:00:00 AM,474959231,Permanent,-13588737.0679266,4483586.51458818
060870003,US,Monterey Bay Unified APCD,R9,0,-8,37.011902,2025-05-02 01:00:00 GMT-8,-122.193298,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Salinas|Davenport,Davenport AMS,CA,Inactive,5/2/2025 9:00:00 AM,474959232,Permanent,-13602495.7117107,4440765.90243104
060870007,US,Monterey Bay Unified APCD,R9,0,-8,36.98332,2025-05-02 01:00:00 GMT-8,-121.98822,37,42,42,42,35,35,35,1,PPB,,,ND,-999,0,,6,42,42,42,1,UG/M3,42,42,42,Santa Cruz|Davenport|Watsonville,Santa Cruz AMS,CA,Active,5/2/2025 9:00:00 AM,474959233,Permanent,-13579666.5331778,4436782.06530922
060871003,US,Monterey Bay Unified APCD,R9,226.3,-8,37.072092,2025-05-02 01:00:00 GMT-8,-121.007631,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Scotts Valley,Scotts Valley AMS,CA,Inactive,5/2/2025 9:00:00 AM,474959234,Permanent,-13470507.8650203,4449160.25186567
060871004,US,Monterey Bay Unified APCD,R9,87.8,-8,37.048089,2025-05-02 01:00:00 GMT-8,-122.074664,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Lorenzo Valley,Felton AMS,CA,Inactive,5/2/2025 9:00:00 AM,474959235,Permanent,-13589289.43524,4445811.89507754
060871005,US,Monterey Bay Unified APCD,R9,98.2,-8,37.06315,2025-05-02 01:00:00 GMT-8,-122.083092,,39,39,39,,ND,-999,0,,,,ND,-999,0,,7,39,39,39,1,UG/M3,39,39,39,San Lorenzo Valley|Scotts Valley,SLV Middle School AMS,CA,Active,5/2/2025 9:00:00 AM,474959236,Permanent,-13590227.6359084,4447912.74203705
060879990,US,Monterey Bay Unified APCD,R9,0,-8,37.067003,2025-05-02 01:00:00 GMT-8,-122.057206,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Zayante Fire Station,CA,Inactive,5/2/2025 9:00:00 AM,474959237,Permanent,-13587346.0195697,4448450.26095004
060879991,US,Monterey Bay Unified APCD,R9,89.7,-8,37.0481,2025-05-02 01:00:00 GMT-8,-122.074603,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Felton Cal-Fire,CA,Inactive,5/2/2025 9:00:00 AM,474959238,Permanent,-13589282.644751,4445813.42930668
060879992,US,Monterey Bay Unified APCD,R9,98.2,-8,37.063381,2025-05-02 01:00:00 GMT-8,-122.081072,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Felton SLVMS,CA,Inactive,5/2/2025 9:00:00 AM,474959239,Permanent,-13590002.770537,4447944.96729128
060879993,US,Monterey Bay Unified APCD,R9,147.6,-8,37.125861,2025-05-02 01:00:00 GMT-8,-122.122127,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Boulder Creek,CA,Inactive,5/2/2025 9:00:00 AM,474959240,Permanent,-13594572.9922315,4456664.73771644
060879994,US,Monterey Bay Unified APCD,R9,114.4,-8,37.084458,2025-05-02 01:00:00 GMT-8,-122.076311,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Ben Lomond,CA,Inactive,5/2/2025 9:00:00 AM,474959241,Permanent,-13589472.7784413,4450885.69070116
060890004,US,Shasta County Air Quality Management District,R9,152.5,-8,40.5497,2025-05-02 01:00:00 GMT-8,-122.3792,20,23,23,23,20,20,20,1,PPB,,,ND,-999,0,,5,23,23,23,1,UG/M3,23,23,23,Redding,Redding,CA,Active,5/2/2025 9:00:00 AM,474959242,Permanent,-13623190.2276882,4946147.69550694
060890007,US,Shasta County Air Quality Management District,R9,137.3,-8,40.4531,2025-05-02 01:00:00 GMT-8,-122.2978,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Redding,Anderson,CA,Inactive,5/2/2025 9:00:00 AM,474959243,Permanent,-13614128.8211376,4932005.65710586
060890009,US,Shasta County Air Quality Management District,R9,246.1,-8,40.6894,2025-05-02 01:00:00 GMT-8,-122.4024,31,33,33,33,33,33,33,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Redding,Shasta Lake City,CA,Active,5/2/2025 9:00:00 AM,474959244,Permanent,-13625772.8398746,4966635.61928454
060932001,US,Siskiyou County APCD,R9,799.1,-8,41.72679,2025-05-02 01:00:00 GMT-8,-122.63359,21,55,55,55,22,22,22,1,PPB,,,ND,-999,0,,,55,55,55,1,,55,55,55,Yreka,Yreka,CA,Active,5/2/2025 9:00:00 AM,474959246,Permanent,-13651508.7929511,5120141.3629886
060950004,US,Bay Area Air District,R9,5.8,-8,38.102507,2025-05-02 01:00:00 GMT-8,-122.237976,,50,50,50,39,39,39,1,,,,ND,-999,0,,,50,50,50,1,,50,50,50,Fairfield|Napa,Vallejo,CA,Active,5/2/2025 9:00:00 AM,474959247,Permanent,-13607469.2439204,4593916.75175092
