EPA AQS ID,Country Code,Data Source,EPA Region,Elevation,GMT Offset Amount (hours),Latitude,Local Time at Monitor,Longitude,OZONE,Ozone & PM AQI,Ozone & PM AQI (For Labeling),Ozone & PM AQI (For Sorting),Ozone AQI,Ozone AQI (For Labeling),Ozone AQI (For Sorting),Ozone Measured at Site,Ozone Unit of Measure,PM10,PM10 AQI,PM10 AQI (For Labeling),PM10 AQI (For Sorting),PM10 Measured at Site,PM10 Unit of Measure,PM2.5,PM2.5 AQI,PM2.5 AQI (For Labeling),PM2.5 AQI (For Sorting),PM2.5 Measured at Site,PM2.5 Unit of Measure,PM2.5 & PM10 AQI,PM2.5 & PM10 AQI (For Labeling),PM2.5 & PM10 AQI (For Sorting),Reporting Area(s),Site Name,State Name,Site Operational Status,ValidTime,ObjectId,MonitorType,x,y
060950005,US,Bay Area Air District,R9,9.8,-8,38.227066,2025-05-02 01:00:00 GMT-8,-122.075624,35,33,33,33,33,33,33,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fairfield,Fairfield,CA,Active,5/2/2025 9:00:00 AM,474959248,Permanent,-13589396.3019511,4611552.46954362
060953003,US,Yolo-Solano AQMD,R9,0,-8,38.356556,2025-05-02 01:00:00 GMT-8,-121.949853,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Vacaville,Vacaville,CA,Active,5/2/2025 9:00:00 AM,474959249,Permanent,-13575395.5382746,4629918.39078549
060959999,US,Yolo-Solano AQMD,R9,6.7,-8,38.167297,2025-05-02 01:00:00 GMT-8,-121.688561,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Rio Vista,Rio Vista,CA,Active,5/2/2025 9:00:00 AM,474959250,Permanent,-13546308.6458862,4603086.29989042
060970003,US,Bay Area Air District,R9,15.6,-8,38.4431,2025-05-02 01:00:00 GMT-8,-122.7097,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Santa Rosa,Santa Rosa,CA,Inactive,5/2/2025 9:00:00 AM,474959251,Permanent,-13659981.3193954,4642211.47944819
060970004,US,Bay Area Air District,R9,0,-8,38.403765,2025-05-02 01:00:00 GMT-8,-122.818294,35,33,33,33,33,33,33,1,PPB,,,ND,-999,0,,2,17,17,17,1,UG/M3,17,17,17,Santa Rosa,Sebastopol,CA,Active,5/2/2025 9:00:00 AM,474959252,Permanent,-13672069.9481786,4636622.3393086
060990005,US,California Air Resources Board,R9,0,-8,37.642165,2025-05-02 01:00:00 GMT-8,-120.994212,32,43,43,43,32,32,32,1,PPB,24.0,25.0,25,25,1,UG/M3,6,43,43,43,1,UG/M3,43,43,43,Modesto,Modesto - 14th Street,CA,Active,5/2/2025 9:00:00 AM,474959253,Permanent,-13469014.0687734,4528998.33033166
060990006,US,San Joaquin Valley Unified APCD,R9,0,-8,37.4883,2025-05-02 01:00:00 GMT-8,-120.8358,29,53,53,53,31,31,31,1,PPB,29.0,28.0,28,28,1,UG/M3,10,53,53,53,1,UG/M3,53,53,53,,Turlock - S. Minaret Street,CA,Active,5/2/2025 9:00:00 AM,474959254,Permanent,-13451379.7255978,4507389.83444726
061000000,US,Manzanita Band of the Kumeyaay Nation,R9,0,-8,32.7355,2025-05-02 01:00:00 GMT-8,-116.3454,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,,,Inactive,5/2/2025 9:00:00 AM,474959255,Permanent,-12951510.6841397,3860248.40854603
061010003,US,California Air Resources Board,R9,0,-8,39.13868,2025-05-02 01:00:00 GMT-8,-121.61884,26,52,52,52,23,23,23,1,PPB,24.0,22.0,22,22,1,UG/M3,11.2,52,52,52,1,UG/M3,52,52,52,Yuba City and Marysville,Yuba City,CA,Active,5/2/2025 9:00:00 AM,474959256,Permanent,-13538547.3396686,4741555.80519625
061010004,US,California Air Resources Board,R9,645.4,-8,39.20556,2025-05-02 01:00:00 GMT-8,-121.82046,49,43,43,43,43,43,43,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Sutter Buttes (seasonal),CA,Active,5/2/2025 9:00:00 AM,474959257,Permanent,-13560991.5754023,4751159.19750557
061030004,US,California Air Resources Board,R9,562.1,-8,40.26207,2025-05-02 01:00:00 GMT-8,-122.09265,51,48,48,48,48,48,48,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Tuscan Butte (Seasonal),CA,Active,5/2/2025 9:00:00 AM,474959258,Permanent,-13591291.6276014,4904098.98105204
061030006,US,Tehama County Air Pollution Control District,R9,86,-8,40.170917,2025-05-02 01:00:00 GMT-8,-122.255667,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Red Bluff,Red Bluff-Walnut St,CA,Inactive,5/2/2025 9:00:00 AM,474959259,Permanent,-13609438.597032,4890810.64591158
061030007,US,Tehama County Air Pollution Control District,R9,99.7,-8,40.170917,2025-05-02 01:00:00 GMT-8,-122.255667,,13,13,13,,ND,-999,1,,,13.0,13,13,1,,,9,9,9,1,,13,13,13,Red Bluff,Red Bluff - Walnut office,CA,Active,5/2/2025 9:00:00 AM,474959260,Permanent,-13609438.597032,4890810.64591158
061050002,US,North Coast Unified Air Quality Management District,R9,600.2,-8,40.734722,2025-05-02 01:00:00 GMT-8,-122.941109,,36,36,36,,ND,-999,0,,,,ND,-999,0,,5,36,36,36,1,UG/M3,36,36,36,Weaverville,Weaverville,CA,Active,5/2/2025 9:00:00 AM,474959261,Permanent,-13685741.6514403,4973291.61126794
061072002,US,California Air Resources Board,R9,0,-8,36.33252,2025-05-02 01:00:00 GMT-8,-119.29095,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Visalia,Visalia - N. Church Street,CA,Inactive,5/2/2025 9:00:00 AM,474959264,Permanent,-13279407.8102459,4346472.60375095
061072010,US,San Joaquin Valley Unified APCD,R9,0,-8,36.0319,2025-05-02 01:00:00 GMT-8,-119.055,,52,52,52,,ND,-999,1,,,,ND,-999,0,,10,52,52,52,1,UG/M3,52,52,52,,Porterville-NFS,CA,Active,5/2/2025 9:00:00 AM,474959265,Permanent,-13253141.9763932,4305011.65109166
061090005,US,California Air Resources Board,R9,0,-8,37.98178,2025-05-02 01:00:00 GMT-8,-120.378551,21,21,21,21,21,21,21,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tuolumne County,Sonora - Barretta Street,CA,Active,5/2/2025 9:00:00 AM,474959266,Permanent,-13400478.9997521,4576852.25758217
061110007,US,Ventura County APCD,R9,0,-8,34.21017,2025-05-02 01:00:00 GMT-8,-118.87051,37,32,32,32,32,32,32,1,PPB,,,ND,-999,0,,4,26,26,26,1,UG/M3,26,26,26,Thousand Oaks,Thousand Oaks - Moorpark Road,CA,Active,5/2/2025 9:00:00 AM,474959267,Permanent,-13232604.6435367,4057057.75527964
061110009,US,Ventura County APCD,R9,0,-8,34.40428,2025-05-02 01:00:00 GMT-8,-118.80998,14,21,21,21,17,17,17,1,PPB,,,ND,-999,0,,3,21,21,21,1,UG/M3,21,21,21,Piru,Piru - Pacific,CA,Active,5/2/2025 9:00:00 AM,474959268,Permanent,-13225866.474759,4083216.99749441
061111004,US,Ventura County APCD,R9,233.3,-8,34.44806,2025-05-02 01:00:00 GMT-8,-119.2313,21,25,25,25,22,22,22,1,PPB,,,ND,-999,0,,3,25,25,25,1,UG/M3,25,25,25,Ojai,Ojai - Ojai Ave.,CA,Active,5/2/2025 9:00:00 AM,474959269,Permanent,-13272767.60262,4089125.38793617
061112002,US,Ventura County APCD,R9,0,-8,34.27632,2025-05-02 01:00:00 GMT-8,-118.68369,32,49,49,49,28,28,28,1,PPB,11.0,11.0,11,11,1,UG/M3,11,49,49,49,1,UG/M3,49,49,49,Simi Valley,Simi Valley - Cochran Street,CA,Active,5/2/2025 9:00:00 AM,474959270,Permanent,-13211807.9362667,4065965.67374311
061112003,US,Ventura County APCD,R9,0,-8,34.290001,2025-05-02 01:00:00 GMT-8,-119.313599,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Ventura,Ventura - Emma Wood State Beach,CA,Inactive,5/2/2025 9:00:00 AM,474959271,Permanent,-13281929.0853928,4067808.86451316
061113001,US,Ventura County APCD,R9,0,-8,34.25239,2025-05-02 01:00:00 GMT-8,-119.14318,23,34,34,34,24,24,24,1,PPB,12.0,11.0,11,11,1,UG/M3,7,34,34,34,1,UG/M3,34,34,34,Oxnard,El Rio - Rio Mesa School #2,CA,Active,5/2/2025 9:00:00 AM,474959272,Permanent,-13262958.1290913,4062742.39394664
061130004,US,California Air Resources Board,R9,0,-8,38.53455,2025-05-02 01:00:00 GMT-8,-121.7734,32,36,36,36,29,29,29,1,PPB,,,ND,-999,0,,6.2,36,36,36,1,UG/M3,36,36,36,Davis,Davis - UCD Campus,CA,Active,5/2/2025 9:00:00 AM,474959273,Permanent,-13555752.8801656,4655217.46571978
061131003,US,Yolo-Solano AQMD,R9,0,-8,38.661239,2025-05-02 01:00:00 GMT-8,-121.732683,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Woodland,Woodland,CA,Active,5/2/2025 9:00:00 AM,474959274,Permanent,-13551220.284459,4673262.47964533
069999915,US,California Air Resources Board,R9,0,-8,38.91661,2025-05-02 01:00:00 GMT-8,-122.6084,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,EBAM6 - Konocti Elementary School,CA,Inactive,5/2/2025 9:00:00 AM,474959275,Permanent,-13648704.654978,4709733.69989421
069999916,US,California Air Resources Board,R9,0,-8,37.74646,2025-05-02 01:00:00 GMT-8,-120.1437,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Greeley Hill,EBAM7 - Sac 5th St. Warehouse,CA,Inactive,5/2/2025 9:00:00 AM,474959276,Permanent,-13374335.5060198,4543670.76955144
069999917,US,California Air Resources Board,R9,0,-8,38.8303,2025-05-02 01:00:00 GMT-8,-122.722,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,La Grange,EBAM8 - Broadway W,CA,Inactive,5/2/2025 9:00:00 AM,474959277,Permanent,-13661350.5491321,4697392.57239777
069999995,US,California Air Resources Board,R9,0,-8,38.91661,2025-05-02 01:00:00 GMT-8,-122.6084,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Tuolumne City,EBAM5 - Konocti High School,CA,Inactive,5/2/2025 9:00:00 AM,474959278,Permanent,-13648704.654978,4709733.69989421
040030011,US,Arizona Department of Environmental Quality,R9,1280.7,-7,31.3658,2025-05-02 02:00:00 GMT-7,-109.7309,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Douglas,Paul Spur Chemical Lime Plant,AZ,Active,5/2/2025 9:00:00 AM,474959917,Permanent,-12215187.9122876,3680346.91473291
040031005,US,Arizona Department of Environmental Quality,R9,132.1,-7,31.3492,2025-05-02 02:00:00 GMT-7,-109.539683,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Douglas,Douglas Red Cross,AZ,Active,5/2/2025 9:00:00 AM,474959918,Permanent,-12193901.7332166,3678182.9336717
040051008,US,Arizona Department of Environmental Quality,R9,2121.3,-7,35.206111,2025-05-02 02:00:00 GMT-7,-111.652778,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Flagstaff,Flagstaff Middle School,AZ,Inactive,5/2/2025 9:00:00 AM,474959920,Permanent,-12429130.3926144,4191926.20193758
040070008,US,Arizona Department of Environmental Quality,R9,1501.8,-7,34.22934,2025-05-02 02:00:00 GMT-7,-111.3297,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Payson,Payson Well Site,AZ,Active,5/2/2025 9:00:00 AM,474959922,Permanent,-12393165.5141679,4059638.51343482
040070009,US,Arizona Department of Environmental Quality,R9,1085.5,-7,33.3992,2025-05-02 02:00:00 GMT-7,-110.8589,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Miami Ridgeline,AZ,Inactive,5/2/2025 9:00:00 AM,474959923,Permanent,-12340756.2979024,3948411.75475032
040070010,US,Arizona Department of Environmental Quality,R9,786.3,-7,33.654725,2025-05-02 02:00:00 GMT-7,-111.107406,,67,67,67,67,67,67,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Tonto National Monument,AZ,Active,5/2/2025 9:00:00 AM,474959924,Permanent,-12368419.8592815,3982533.7198324
040070011,US,Arizona Department of Environmental Quality,R9,0,-7,33.3855,2025-05-02 02:00:00 GMT-7,-110.867267,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Miami Jones Ranch,AZ,Active,5/2/2025 9:00:00 AM,474959925,Permanent,-12341687.7080819,3946585.14315151
040070012,US,Arizona Department of Environmental Quality,R9,0,-7,33.397433,2025-05-02 02:00:00 GMT-7,-110.87445,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Miami Town Site,AZ,Active,5/2/2025 9:00:00 AM,474959926,Permanent,-12342487.3159843,3948176.14567936
040071001,US,Arizona Department of Environmental Quality,R9,625.3,-7,33.006268,2025-05-02 02:00:00 GMT-7,-110.786484,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Hayden,Hayden,AZ,Active,5/2/2025 9:00:00 AM,474959927,Permanent,-12332694.9856571,3896135.9651152
040078000,US,Arizona Department of Environmental Quality,R9,1000.4,-7,33.419017,2025-05-02 02:00:00 GMT-7,-110.829667,,24,24,24,,ND,-999,0,,22.0,24.0,24,24,1,UG/M3,,,ND,-999,0,,24,24,24,Miami,Miami Golf Course,AZ,Active,5/2/2025 9:00:00 AM,474959928,Permanent,-12337502.0952281,3951054.45141588
040128000,US,Arizona Department of Environmental Quality,R9,403.2,-7,34.243889,2025-05-02 02:00:00 GMT-7,-113.558611,,43,43,43,43,43,43,1,,21.0,18.0,18,18,1,UG/M3,4.7,23,23,23,1,UG/M3,23,23,23,Alamo Lake State Park,Alamo Lake,AZ,Active,5/2/2025 9:00:00 AM,474959948,Permanent,-12641286.7517114,4061597.56233913
040130019,US,Maricopa County Air Quality Department,R9,333.1,-7,33.483799,2025-05-02 02:00:00 GMT-7,-112.142601,47,31,31,31,31,31,31,1,PPB,11.0,15.0,15,15,1,UG/M3,3.2,25,25,25,1,UG/M3,25,25,25,Phoenix,West Phoenix,AZ,Active,5/2/2025 9:00:00 AM,474959949,Permanent,-12483657.2395533,3959697.66916679
040131003,US,Maricopa County Air Quality Department,R9,383.1,-7,33.4105,2025-05-02 02:00:00 GMT-7,-111.8651,42,39,39,39,36,36,36,1,PPB,14.0,18.0,18,18,1,UG/M3,4.8,39,39,39,1,UG/M3,39,39,39,Phoenix,Mesa - Brooks Reservoir,AZ,Active,5/2/2025 9:00:00 AM,474959950,Permanent,-12452765.9695386,3949918.59273159
040131004,US,Maricopa County Air Quality Department,R9,378.5,-7,33.560299,2025-05-02 02:00:00 GMT-7,-112.066299,42,32,32,32,32,32,32,1,PPB,7.0,10.0,10,10,1,UG/M3,2.5,19,19,19,1,UG/M3,19,19,19,Phoenix,North Phoenix,AZ,Active,5/2/2025 9:00:00 AM,474959951,Permanent,-12475163.3397667,3969912.63181873
040131010,US,Maricopa County Air Quality Department,R9,384.3,-7,33.4522,2025-05-02 02:00:00 GMT-7,-111.7331,40,35,35,35,35,35,35,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Falcon Field Fire Station,AZ,Active,5/2/2025 9:00:00 AM,474959952,Permanent,-12438071.7967539,3955480.92239537
040132001,US,Maricopa County Air Quality Department,R9,350.4,-7,33.5694,2025-05-02 02:00:00 GMT-7,-112.1915,39,28,28,28,28,28,28,1,PPB,11.0,14.0,14,14,1,UG/M3,4.4,26,26,26,1,UG/M3,26,26,26,Phoenix,Glendale Community College,AZ,Active,5/2/2025 9:00:00 AM,474959955,Permanent,-12489100.6513336,3971128.48038483
040132005,US,Maricopa County Air Quality Department,R9,733.8,-7,33.712299,2025-05-02 02:00:00 GMT-7,-111.852699,37,40,40,40,40,40,40,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Pinnacle Peak Club House,AZ,Active,5/2/2025 9:00:00 AM,474959956,Permanent,-12451385.4965333,3990235.92260468
040133002,US,Maricopa County Air Quality Department,R9,339.5,-7,33.4579,2025-05-02 02:00:00 GMT-7,-112.046,39,30,30,30,30,30,30,1,PPB,20.0,22.0,22,22,1,UG/M3,,,ND,-999,0,,22,22,22,Phoenix,Central Phoenix,AZ,Active,5/2/2025 9:00:00 AM,474959958,Permanent,-12472903.6654231,3956241.44855139
040133003,US,Maricopa County Air Quality Department,R9,368.1,-7,33.4797,2025-05-02 02:00:00 GMT-7,-111.9172,46,34,34,34,34,34,34,1,PPB,16.0,21.0,21,21,1,UG/M3,,,ND,-999,0,,21,21,21,Phoenix,South Scottsdale,AZ,Active,5/2/2025 9:00:00 AM,474959959,Permanent,-12458565.715009,3959150.58895236
040133010,US,Maricopa County Air Quality Department,R9,325.1,-7,33.4609,2025-05-02 02:00:00 GMT-7,-112.1175,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Phoenix,Greenwood,AZ,Inactive,5/2/2025 9:00:00 AM,474959960,Permanent,-12480863.0090149,3956641.74555782
040134003,US,Maricopa County Air Quality Department,R9,307.4,-7,33.4033,2025-05-02 02:00:00 GMT-7,-112.0731,45,39,39,39,39,39,39,1,PPB,13.0,15.0,15,15,1,UG/M3,4.4,22,22,22,1,UG/M3,22,22,22,Phoenix,South Phoenix,AZ,Active,5/2/2025 9:00:00 AM,474959962,Permanent,-12475920.4236236,3948958.46092083
040134004,US,Maricopa County Air Quality Department,R9,366,-7,33.299,2025-05-02 02:00:00 GMT-7,-111.8843,35,31,31,31,31,31,31,1,PPB,21.0,21.0,21,21,1,UG/M3,,,ND,-999,0,,21,21,21,Phoenix,West Chandler Fire Station,AZ,Active,5/2/2025 9:00:00 AM,474959963,Permanent,-12454903.3037619,3935058.7948929
040134005,US,Maricopa County Air Quality Department,R9,352.3,-7,33.4124,2025-05-02 02:00:00 GMT-7,-111.9347,42,35,35,35,35,35,35,1,PPB,13.0,12.0,12,12,1,UG/M3,6.6,18,18,18,1,UG/M3,18,18,18,Phoenix,Tempe,AZ,Active,5/2/2025 9:00:00 AM,474959964,Permanent,-12460513.8060978,3950171.97412008
040134006,US,Maricopa County Air Quality Department,R9,391,-7,33.309944,2025-05-02 02:00:00 GMT-7,-111.720029,,60,60,60,,ND,-999,0,,105.0,60.0,60,60,1,UG/M3,,,ND,-999,0,,60,60,60,Phoenix,Higley,AZ,Active,5/2/2025 9:00:00 AM,474959965,Permanent,-12436616.7396898,3936516.47884636
040134008,US,Maricopa County Air Quality Department,R9,587.4,-7,33.8217,2025-05-02 02:00:00 GMT-7,-112.0174,48,45,45,45,45,45,45,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Cave Creek,AZ,Active,5/2/2025 9:00:00 AM,474959966,Permanent,-12469719.9279864,4004885.74539164
040134009,US,Maricopa County Air Quality Department,R9,318.4,-7,33.406399,2025-05-02 02:00:00 GMT-7,-112.144302,,25,25,25,,ND,-999,0,,17.0,25.0,25,25,1,UG/M3,,,ND,-999,0,,25,25,25,Phoenix,West 43rd,AZ,Active,5/2/2025 9:00:00 AM,474959967,Permanent,-12483846.5940071,3949371.70789994
040134010,US,Maricopa County Air Quality Department,R9,363.3,-7,33.6369,2025-05-02 02:00:00 GMT-7,-112.3394,29,34,34,34,26,26,26,1,PPB,34.0,34.0,34,34,1,UG/M3,,,ND,-999,0,,34,34,34,Sun City and Surprise,Dysart,AZ,Active,5/2/2025 9:00:00 AM,474959968,Permanent,-12505564.8040219,3980150.15082472
040134011,US,Maricopa County Air Quality Department,R9,265.4,-7,33.37,2025-05-02 02:00:00 GMT-7,-112.6207,26,24,24,24,22,22,22,1,PPB,21.0,24.0,24,24,1,UG/M3,,,ND,-999,0,,24,24,24,Phoenix,Buckeye,AZ,Active,5/2/2025 9:00:00 AM,474959969,Permanent,-12536878.976782,3944518.88579316
040134016,US,Maricopa County Air Quality Department,R9,386.4,-7,33.686741,2025-05-02 02:00:00 GMT-7,-112.294167,,21,21,21,,ND,-999,0,,19.0,21.0,21,21,1,UG/M3,,,ND,-999,0,,21,21,21,Sun City and Surprise,Zuni Hills,AZ,Active,5/2/2025 9:00:00 AM,474959970,Permanent,-12500529.4894948,3986816.15747732
040134019,US,Maricopa County Air Quality Department,R9,353.8,-7,33.3961,2025-05-02 02:00:00 GMT-7,-111.968,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Diablo,AZ,Inactive,5/2/2025 9:00:00 AM,474959971,Permanent,-12464220.7451413,3947998.40867322
040134020,US,Maricopa County Air Quality Department,R9,324.5,-7,33.461807,2025-05-02 02:00:00 GMT-7,-112.128044,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Thirty Third,AZ,Active,5/2/2025 9:00:00 AM,474959972,Permanent,-12482036.7617258,3956762.77141313
040134021,US,Maricopa County Air Quality Department,R9,0,-7,33.41046,2025-05-02 02:00:00 GMT-7,-112.002642,,28,28,28,,ND,-999,0,,,,ND,-999,0,,4.8,28,28,28,1,UG/M3,28,28,28,Phoenix,Eastwood,AZ,Active,5/2/2025 9:00:00 AM,474959973,Permanent,-12468077.0749413,3949913.25844614
040137020,US,Salt River Pima-Maricopa Indian Community,R9,377,-7,33.4883,2025-05-02 02:00:00 GMT-7,-111.855003,,19,19,19,,ND,-999,0,,10.0,19.0,19,19,1,UG/M3,,,ND,-999,0,,19,19,19,Phoenix|Salt River Pima-Maricopa Indian Community,Senior Center,AZ,Active,5/2/2025 9:00:00 AM,474959975,Permanent,-12451641.9766401,3960298.43283873
040137021,US,Salt River Pima-Maricopa Indian Community,R9,394.7,-7,33.5079,2025-05-02 02:00:00 GMT-7,-111.754601,35,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix|Salt River Pima-Maricopa Indian Community,Red Mountain,AZ,Active,5/2/2025 9:00:00 AM,474959976,Permanent,-12440465.2771255,3962914.87515544
040137022,US,Salt River Pima-Maricopa Indian Community,R9,377.6,-7,33.474499,2025-05-02 02:00:00 GMT-7,-111.805099,41,33,33,33,33,33,33,1,PPB,19.0,25.0,25,25,1,UG/M3,,,ND,-999,0,,25,25,25,Phoenix|Salt River Pima-Maricopa Indian Community,LEHI,AZ,Active,5/2/2025 9:00:00 AM,474959977,Permanent,-12446086.6887715,3958456.46563587
040137024,US,Salt River Pima-Maricopa Indian Community,R9,394.4,-7,33.507999,2025-05-02 02:00:00 GMT-7,-111.837799,43,33,33,33,33,33,33,1,PPB,25.0,29.0,29,29,1,UG/M3,,,ND,-999,0,,29,29,29,Phoenix|Salt River Pima-Maricopa Indian Community,High School,AZ,Active,5/2/2025 9:00:00 AM,474959978,Permanent,-12449726.8361205,3962928.09236283
040138005,US,Arizona Department of Environmental Quality,R9,0,-7,33.3833,2025-05-02 02:00:00 GMT-7,-112.3728,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Estrella,AZ,Inactive,5/2/2025 9:00:00 AM,474959979,Permanent,-12509282.8750144,3946291.845486
040139508,US,Maricopa County Air Quality Department,R9,1583,-7,33.9828,2025-05-02 02:00:00 GMT-7,-111.7987,61,74,74,74,74,74,74,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Humboldt Mountain - Tonto N.F.,AZ,Active,5/2/2025 9:00:00 AM,474959980,Permanent,-12445374.35535,4026492.72012558
040139702,US,Maricopa County Air Quality Department,R9,436.2,-7,33.5455,2025-05-02 02:00:00 GMT-7,-111.6093,38,34,34,34,34,34,34,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Blue Point Sheriff Sub-station,AZ,Active,5/2/2025 9:00:00 AM,474959981,Permanent,-12424290.4437937,3967935.83216188
040139704,US,Maricopa County Air Quality Department,R9,505.1,-7,33.611,2025-05-02 02:00:00 GMT-7,-111.7253,50,44,44,44,44,44,44,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Fountain Hills,AZ,Active,5/2/2025 9:00:00 AM,474959982,Permanent,-12437203.5047257,3976687.6673214
040139706,US,Maricopa County Air Quality Department,R9,478.2,-7,33.7188,2025-05-02 02:00:00 GMT-7,-111.6718,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Rio Verde Sheriff Sub-Station,AZ,Inactive,5/2/2025 9:00:00 AM,474959983,Permanent,-12431247.9119683,3991105.94539215
040139812,US,Maricopa County Air Quality Department,R9,316.9,-7,33.4265,2025-05-02 02:00:00 GMT-7,-112.1181,,21,21,21,,ND,-999,0,,8.0,14.0,14,14,1,UG/M3,3.3,21,21,21,1,UG/M3,21,21,21,Phoenix,Durango Complex,AZ,Active,5/2/2025 9:00:00 AM,474959984,Permanent,-12480929.8007093,3952052.50397631
040139997,US,Arizona Department of Environmental Quality,R9,315.7,-7,33.503601,2025-05-02 02:00:00 GMT-7,-112.095001,,29,29,29,29,29,29,1,,17.0,20.0,20,20,1,UG/M3,4.7,29,29,29,1,UG/M3,29,29,29,Phoenix,Phoenix JLG Supersite,AZ,Active,5/2/2025 9:00:00 AM,474959985,Permanent,-12478358.4317915,3962340.94252101
040151003,US,Arizona Department of Environmental Quality,R9,155.9,-7,35.166111,2025-05-02 02:00:00 GMT-7,-114.566111,,11,11,11,,ND,-999,0,,11.0,11.0,11,11,1,UG/M3,,,ND,-999,0,,11,11,11,Bullhead City,Bullhead City,AZ,Active,5/2/2025 9:00:00 AM,474959986,Permanent,-12753441.1386857,4186477.94098146
040190001,US,Arizona Department of Environmental Quality,R9,515.1,-7,32.382034,2025-05-02 02:00:00 GMT-7,-112.857452,,8,8,8,,ND,-999,0,,9.0,8.0,8,8,1,UG/M3,,,ND,-999,0,,8,8,8,Ajo,Ajo,AZ,Active,5/2/2025 9:00:00 AM,474959988,Permanent,-12563234.0888663,3813563.66079844
040190002,US,Pima County Department of Environmental Quality,R9,0,-7,32.2222,2025-05-02 02:00:00 GMT-7,-110.9736,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Downtown Tucson,AZ,Inactive,5/2/2025 9:00:00 AM,474959989,Permanent,-12353524.6434964,3792513.30125878
040190011,US,Pima County Department of Environmental Quality,R9,0,-7,32.322573,2025-05-02 02:00:00 GMT-7,-111.037709,,47,47,47,,ND,-999,0,,20.0,16.0,16,16,1,UG/M3,9,47,47,47,1,UG/M3,47,47,47,,Orange Grove,AZ,Active,5/2/2025 9:00:00 AM,474959990,Permanent,-12360661.2247317,3805728.22644108
040190020,US,Arizona Department of Environmental Quality,R9,626.2,-7,32.414342,2025-05-02 02:00:00 GMT-7,-111.154544,,29,29,29,,ND,-999,0,,31.0,29.0,29,29,1,UG/M3,,,ND,-999,0,,29,29,29,,Rillito,AZ,Active,5/2/2025 9:00:00 AM,474959991,Permanent,-12373667.2374385,3817823.18829598
